IDpol,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Area,Density,Region,ClaimAmount,Power_x_DrivAge,DrivAge_bucket
2191243.0,1,1.0,6,6,39,50,B1,Diesel,A,37,Basse-Normandie,414.94,234,36-50
2191328.0,1,1.0,5,11,71,80,B2,Regular,D,983,Pays-de-la-Loire,1172.0,355,
2191345.0,1,0.75,5,14,29,54,B5,Diesel,A,23,Poitou-Charentes,1927.68,145,26-35
2191363.0,1,0.2,4,17,38,50,B1,Regular,C,405,Centre,26.29,152,36-50
2191380.0,1,1.0,7,7,46,50,B3,Regular,A,11,Centre,3887.59,322,36-50
2191434.0,1,1.0,7,9,56,50,B3,Regular,A,49,Centre,1172.0,392,51-70
2191477.0,1,0.87,10,11,50,50,B2,Diesel,E,2054,Provence-Alpes-Cotes-D'Azur,1172.0,500,36-50
2191491.0,1,1.0,6,11,48,50,B6,Regular,A,21,Centre,78.16,288,36-50
2191532.0,1,1.0,9,4,47,50,B13,Regular,A,48,Centre,1172.0,423,36-50
2191549.0,2,1.0,7,6,76,62,B2,Regular,A,11,Centre,1172.0,532,
2191549.0,2,1.0,7,6,76,62,B2,Regular,A,11,Centre,1172.0,532,
2191558.0,1,1.0,9,11,62,60,B1,Regular,B,65,Haute-Normandie,75.86,558,51-70
2191573.0,1,1.0,5,7,35,73,B6,Regular,F,13520,Ile-de-France,225.13,175,26-35
2191595.0,1,0.17,6,9,47,76,B2,Diesel,E,9307,Rhone-Alpes,1172.0,282,36-50
2191680.0,1,0.35,5,2,72,50,B2,Diesel,B,60,Centre,42057.71,360,
2191707.0,1,1.0,7,12,54,50,B1,Regular,C,214,Centre,1172.0,378,51-70
2191740.0,1,1.0,7,6,39,62,B5,Regular,E,2044,Centre,1172.0,273,36-50
2191820.0,1,0.91,6,7,33,85,B1,Diesel,D,634,Bretagne,310.29,198,26-35
2191905.0,1,0.2,6,8,47,50,B13,Regular,E,2472,Rhone-Alpes,9726.82,282,36-50
2191942.0,1,0.42,6,7,40,76,B1,Diesel,D,537,Ile-de-France,749.13,240,36-50
2191960.0,1,1.0,8,12,38,76,B2,Diesel,A,33,Ile-de-France,147.4,304,36-50
2191963.0,1,0.89,7,3,29,67,B12,Diesel,B,60,Basse-Normandie,1172.0,203,26-35
2191973.0,1,1.0,7,7,32,64,B1,Regular,B,80,Centre,1172.0,224,26-35
2192020.0,1,1.0,6,9,52,58,B2,Diesel,E,3386,Bretagne,1172.0,312,51-70
2192083.0,1,0.56,9,12,48,50,B10,Diesel,D,1054,Centre,1172.0,432,36-50
2192155.0,1,0.22,4,14,53,50,B1,Regular,D,839,Rhone-Alpes,1172.0,212,51-70
2192231.0,1,0.51,5,6,49,50,B2,Regular,D,747,Bretagne,1249.0,245,36-50
2192235.0,1,1.0,10,1,47,50,B1,Diesel,A,14,Centre,22.05,470,36-50
2192265.0,1,0.75,4,1,57,50,B3,Diesel,D,853,Ile-de-France,1172.0,228,51-70
2192282.0,1,1.0,8,15,58,50,B11,Regular,C,232,Rhone-Alpes,760.63,464,51-70
2192342.0,1,1.0,4,7,40,71,B11,Diesel,F,12750,Ile-de-France,1172.0,160,36-50
2192418.0,2,1.0,5,3,45,125,B2,Regular,C,197,Pays-de-la-Loire,1172.0,225,36-50
2192418.0,2,1.0,5,3,45,125,B2,Regular,C,197,Pays-de-la-Loire,788.79,225,36-50
2192454.0,1,1.0,6,6,38,80,B1,Regular,D,747,Bretagne,1172.0,228,36-50
2192561.0,1,1.0,7,19,63,50,B1,Regular,A,8,Centre,1172.0,441,51-70
2192601.0,1,1.0,6,3,62,50,B4,Diesel,A,11,Picardie,1807.67,372,51-70
2192708.0,1,0.92,5,7,38,50,B3,Diesel,D,1313,Centre,4173.36,190,36-50
2192730.0,1,1.0,8,4,53,77,B10,Diesel,E,5449,Rhone-Alpes,1172.0,424,51-70
2192752.0,1,0.14,4,17,54,50,B6,Regular,E,3541,Pays-de-la-Loire,133.99,216,51-70
2192800.0,1,1.0,8,15,52,62,B6,Diesel,A,24,Centre,1172.0,416,51-70
2192802.0,1,1.0,6,8,29,71,B6,Regular,B,64,Pays-de-la-Loire,1172.0,174,26-35
2192816.0,1,0.55,5,10,39,72,B2,Regular,A,44,Centre,1041.5,195,36-50
2192889.0,1,0.51,10,4,56,50,B12,Regular,C,175,Bretagne,1172.0,560,51-70
2192899.0,1,1.0,5,13,35,51,B6,Regular,C,101,Rhone-Alpes,328.0,175,26-35
2192953.0,1,1.0,6,1,59,50,B1,Regular,B,58,Bretagne,1163.78,354,51-70
2192969.0,1,1.0,4,12,51,50,B6,Regular,E,3744,Provence-Alpes-Cotes-D'Azur,1172.0,204,51-70
2192974.0,1,1.0,8,11,63,73,B2,Regular,C,306,Rhone-Alpes,5090.78,504,51-70
2192996.0,1,0.5,7,16,49,50,B1,Regular,C,159,Centre,1096.68,343,36-50
2193045.0,1,1.0,7,7,34,54,B1,Regular,E,4128,Pays-de-la-Loire,1824.75,238,26-35
2193084.0,1,0.42,6,8,32,90,B3,Diesel,E,3699,Ile-de-France,399.76,192,26-35
2193110.0,1,1.0,7,8,45,85,B4,Diesel,A,35,Basse-Normandie,2007.57,315,36-50
2193127.0,1,0.43,7,23,60,50,B1,Regular,A,37,Centre,1172.0,420,51-70
2193132.0,1,0.63,11,12,56,50,B2,Regular,D,1313,Centre,255.92,616,51-70
2193149.0,1,0.58,7,4,71,62,B11,Regular,E,8455,Rhone-Alpes,1172.0,497,
2193188.0,1,1.0,4,17,59,85,B1,Regular,B,60,Centre,1172.0,236,51-70
2193219.0,1,1.0,7,11,67,95,B2,Regular,A,48,Pays-de-la-Loire,1172.0,469,51-70
2193325.0,1,1.0,5,11,49,76,B3,Regular,C,286,Centre,76.0,245,36-50
2193327.0,1,0.86,7,10,66,50,B2,Regular,F,14368,Ile-de-France,830.1,462,51-70
2193335.0,1,0.64,6,10,29,80,B6,Diesel,D,1313,Centre,826.56,174,26-35
2193356.0,1,1.0,6,8,39,55,B6,Diesel,C,405,Centre,291.8,234,36-50
2193365.0,1,1.0,6,12,59,118,B1,Diesel,D,634,Bretagne,1172.0,354,51-70
2193395.0,2,0.9,6,14,52,68,B2,Diesel,A,12,Centre,3598.74,312,51-70
2193395.0,2,0.9,6,14,52,68,B2,Diesel,A,12,Centre,1247.95,312,51-70
2193478.0,1,1.0,6,9,37,76,B2,Diesel,F,16533,Ile-de-France,1172.0,222,36-50
2193487.0,1,1.0,4,11,33,60,B1,Regular,B,86,Centre,2672.0,132,26-35
2193514.0,1,0.78,7,0,48,50,B4,Diesel,D,522,Pays-de-la-Loire,1044.32,336,36-50
2193518.0,1,1.0,10,8,69,50,B12,Regular,D,575,Bretagne,5104.32,690,51-70
2193524.0,2,0.95,6,4,43,62,B2,Diesel,B,50,Centre,427.27,258,36-50
2193524.0,2,0.95,6,4,43,62,B2,Diesel,B,50,Centre,1172.0,258,36-50
2193563.0,1,1.0,4,4,28,67,B2,Diesel,E,3457,Rhone-Alpes,1172.0,112,26-35
2193624.0,1,0.36,4,20,35,54,B4,Regular,A,27,Centre,154.0,140,26-35
2193660.0,1,1.0,7,3,38,50,B1,Diesel,C,106,Centre,99.69,266,36-50
2193682.0,1,0.23,4,14,36,50,B6,Regular,A,30,Centre,1172.0,144,36-50
2193698.0,1,0.81,5,9,74,55,B1,Regular,D,1313,Centre,1172.0,370,
2193825.0,1,0.14,7,18,54,50,B11,Diesel,E,3541,Pays-de-la-Loire,44.6,378,51-70
2193887.0,1,0.91,6,1,35,60,B1,Diesel,C,182,Centre,1172.0,210,26-35
2193891.0,1,1.0,6,10,70,50,B2,Diesel,D,511,Centre,955.24,420,51-70
2193942.0,1,0.79,7,8,63,50,B1,Regular,C,493,Centre,1172.0,441,51-70
2193971.0,1,1.0,7,10,45,50,B2,Diesel,C,405,Centre,338.91,315,36-50
2194006.0,1,1.0,5,2,47,58,B2,Diesel,E,4128,Pays-de-la-Loire,1172.0,235,36-50
2194029.0,1,0.98,7,7,61,52,B1,Diesel,C,146,Centre,375.99,427,51-70
2194044.0,1,0.37,6,10,36,76,B1,Diesel,C,186,Centre,237.65,216,36-50
2194079.0,1,0.85,4,12,59,67,B1,Diesel,C,115,Pays-de-la-Loire,286.34,236,51-70
2194103.0,1,0.24,6,9,40,50,B1,Diesel,E,3541,Pays-de-la-Loire,68.33,240,36-50
2194151.0,1,0.94,6,8,55,57,B3,Diesel,E,2715,Centre,761.18,330,51-70
2194167.0,1,1.0,5,1,54,50,B2,Diesel,C,249,Ile-de-France,1172.0,270,51-70
2194174.0,1,1.0,5,7,53,50,B5,Diesel,A,41,Bretagne,1172.0,265,51-70
2194347.0,1,0.62,5,12,36,54,B5,Diesel,E,3859,Rhone-Alpes,659.67,180,36-50
2194369.0,1,0.16,4,10,54,50,B5,Regular,D,1400,Provence-Alpes-Cotes-D'Azur,1172.0,216,51-70
2194376.0,1,0.88,4,3,72,50,B4,Regular,B,59,Centre,1000.0,288,
2194382.0,1,0.9,6,7,60,100,B1,Diesel,A,37,Centre,1172.0,360,51-70
2194414.0,1,1.0,7,10,60,50,B1,Regular,C,126,Rhone-Alpes,1172.0,420,51-70
2194417.0,1,1.0,7,7,34,50,B5,Diesel,C,208,Pays-de-la-Loire,74.75,238,26-35
2194442.0,1,0.84,6,13,51,50,B3,Regular,A,25,Poitou-Charentes,1042.0,306,51-70
2194473.0,1,0.16,6,18,55,50,B5,Regular,C,399,Centre,1172.0,330,51-70
2194521.0,1,1.0,12,25,47,50,B10,Diesel,B,85,Aquitaine,1172.0,564,36-50
2194622.0,1,1.0,4,15,57,50,B1,Regular,C,306,Rhone-Alpes,24.01,228,51-70
2194624.0,1,1.0,8,12,64,50,B10,Regular,C,461,Bretagne,3172.0,512,51-70
2194638.0,2,0.45,7,6,35,60,B6,Diesel,E,5449,Rhone-Alpes,1172.0,245,26-35
2194638.0,2,0.45,7,6,35,60,B6,Diesel,E,5449,Rhone-Alpes,2169.08,245,26-35
2194641.0,1,0.06,8,18,74,50,B12,Regular,B,75,Centre,1172.0,592,
2194679.0,1,0.24,7,7,69,68,B3,Regular,A,22,Aquitaine,800.8,483,51-70
2194722.0,2,0.31,6,13,46,50,B1,Regular,C,251,Pays-de-la-Loire,1172.0,276,36-50
2194722.0,2,0.31,6,13,46,50,B1,Regular,C,251,Pays-de-la-Loire,308.93,276,36-50
2194754.0,1,0.41,4,14,70,59,B1,Regular,D,905,Rhone-Alpes,1172.0,280,51-70
2194784.0,1,0.23,5,11,47,59,B2,Regular,D,568,Pays-de-la-Loire,1172.0,235,36-50
2195068.0,1,1.0,7,12,38,54,B1,Regular,C,458,Provence-Alpes-Cotes-D'Azur,532.33,266,36-50
2195104.0,1,1.0,6,4,31,66,B1,Diesel,A,44,Centre,1172.0,186,26-35
2195142.0,1,1.0,5,8,52,72,B2,Diesel,C,473,Bretagne,1172.0,260,51-70
2195198.0,1,0.43,7,8,50,56,B2,Diesel,D,634,Bretagne,1172.0,350,36-50
2195227.0,1,1.0,4,19,41,80,B1,Regular,E,4128,Pays-de-la-Loire,375.0,164,36-50
2195421.0,1,0.66,7,8,49,50,B1,Regular,C,214,Bourgogne,792.83,343,36-50
2195492.0,1,1.0,10,9,52,50,B2,Diesel,A,10,Centre,1172.0,520,51-70
2195527.0,1,1.0,7,1,37,55,B5,Diesel,C,110,Poitou-Charentes,1172.0,259,36-50
2195534.0,1,1.0,5,6,46,75,B1,Diesel,E,8549,Rhone-Alpes,1172.0,230,36-50
2195615.0,1,1.0,6,7,42,50,B2,Diesel,A,32,Rhone-Alpes,488.25,252,36-50
2195657.0,1,1.0,5,3,59,50,B1,Diesel,E,9307,Rhone-Alpes,108.18,295,51-70
2195700.0,1,0.73,4,6,53,52,B1,Regular,C,295,Pays-de-la-Loire,857.16,212,51-70
2195824.0,1,1.0,7,4,61,58,B1,Regular,E,8455,Rhone-Alpes,1172.0,427,51-70
2195934.0,1,1.0,5,8,38,50,B1,Regular,D,1313,Centre,453.17,190,36-50
2195964.0,1,1.0,7,3,65,90,B12,Regular,E,2472,Rhone-Alpes,1172.0,455,51-70
2195981.0,1,1.0,10,6,60,50,B5,Diesel,D,1182,Rhone-Alpes,76.01,600,51-70
2196020.0,1,0.8,7,2,64,71,B2,Regular,C,214,Bourgogne,1172.0,448,51-70
2196029.0,1,1.0,8,13,55,50,B12,Regular,A,34,Centre,547.31,440,51-70
2196045.0,1,1.0,4,3,63,62,B6,Regular,A,37,Centre,1172.0,252,51-70
2196133.0,1,1.0,6,6,35,74,B2,Diesel,D,741,Centre,1172.0,210,26-35
2196218.0,1,1.0,6,7,38,50,B5,Diesel,D,1219,Basse-Normandie,534.28,228,36-50
2196225.0,1,1.0,6,10,41,50,B3,Diesel,A,14,Centre,1172.0,246,36-50
2196241.0,1,1.0,7,20,60,50,B1,Diesel,C,142,Pays-de-la-Loire,1172.0,420,51-70
2196280.0,1,0.63,7,3,67,55,B2,Diesel,A,13,Pays-de-la-Loire,345.73,469,51-70
2196319.0,1,0.67,8,15,46,50,B13,Diesel,C,125,Bretagne,174.62,368,36-50
2196385.0,1,0.92,10,16,57,85,B5,Diesel,E,4116,Centre,2502.62,570,51-70
2196400.0,1,0.92,8,11,45,50,B1,Diesel,A,15,Limousin,1647.65,360,36-50
2196421.0,1,0.58,8,7,50,78,B2,Diesel,E,9307,Rhone-Alpes,1172.0,400,36-50
2196451.0,1,1.0,4,9,68,55,B5,Regular,D,568,Centre,240.03,272,51-70
2196464.0,1,1.0,7,5,48,50,B12,Regular,A,27,Centre,1481.67,336,36-50
2196650.0,1,0.11,15,4,47,50,B2,Regular,C,192,Centre,798.43,705,36-50
2196655.0,1,0.97,11,6,45,50,B12,Diesel,C,152,Bretagne,1172.0,495,36-50
2196857.0,1,0.82,8,15,59,62,B2,Regular,C,234,Languedoc-Roussillon,1172.0,472,51-70
2196870.0,1,1.0,4,10,62,50,B1,Regular,A,29,Centre,1172.0,248,51-70
2196874.0,2,1.0,11,8,39,62,B3,Regular,F,27000,Ile-de-France,1835.16,429,36-50
2196874.0,2,1.0,11,8,39,62,B3,Regular,F,27000,Ile-de-France,130.41,429,36-50
2196880.0,1,0.94,6,15,42,50,B1,Regular,A,31,Bretagne,4259.53,252,36-50
2196921.0,1,0.28,10,16,40,50,B13,Regular,C,402,Rhone-Alpes,73.99,400,36-50
2197031.0,1,1.0,5,8,74,50,B5,Diesel,A,12,Centre,1172.0,370,
2197095.0,1,0.32,6,14,35,51,B1,Diesel,A,37,Centre,935.49,210,26-35
2197103.0,1,1.0,6,2,67,95,B1,Regular,F,12374,Ile-de-France,1172.0,402,51-70
2197139.0,1,0.11,6,8,64,50,B2,Regular,A,44,Centre,1289.46,384,51-70
2197192.0,1,1.0,6,4,36,78,B2,Diesel,B,63,Centre,823.14,216,36-50
2197215.0,1,1.0,13,2,42,50,B10,Regular,A,45,Basse-Normandie,48735.0,546,36-50
2197255.0,1,1.0,5,3,38,76,B1,Diesel,E,8455,Rhone-Alpes,1172.0,190,36-50
2197293.0,1,1.0,6,8,51,50,B1,Diesel,A,18,Centre,1172.0,306,51-70
2197388.0,1,0.75,7,10,49,50,B2,Diesel,A,9,Centre,721.22,343,36-50
2197395.0,1,0.95,6,5,41,76,B3,Regular,C,370,Centre,70.55,246,36-50
2197748.0,1,0.53,7,14,39,62,B11,Diesel,A,36,Poitou-Charentes,1172.0,273,36-50
2197749.0,1,0.44,5,1,28,112,B2,Diesel,E,2767,Pays-de-la-Loire,1172.0,140,26-35
2197769.0,1,0.31,6,9,32,80,B1,Diesel,C,448,Basse-Normandie,2172.0,192,26-35
2197771.0,1,1.0,5,3,54,50,B2,Diesel,C,126,Centre,1204.76,270,51-70
2197821.0,1,0.03,7,11,41,50,B2,Diesel,C,194,Ile-de-France,1381.52,287,36-50
2197850.0,1,1.0,5,8,35,68,B13,Diesel,E,3021,Bretagne,75.98,175,26-35
2197922.0,1,1.0,6,7,30,67,B6,Regular,E,3317,Provence-Alpes-Cotes-D'Azur,1172.0,180,26-35
2197933.0,1,1.0,4,14,32,58,B2,Regular,A,39,Centre,1172.0,128,26-35
2197985.0,1,0.43,7,12,58,50,B1,Regular,C,405,Centre,1172.0,406,51-70
2197993.0,1,1.0,8,13,40,68,B2,Diesel,A,18,Bourgogne,1172.0,320,36-50
2198079.0,1,1.0,4,14,79,50,B2,Regular,A,37,Centre,301.94,316,
2198145.0,1,1.0,4,6,72,50,B2,Regular,A,47,Rhone-Alpes,1172.0,288,
2198147.0,1,1.0,4,7,34,60,B3,Regular,B,91,Centre,78.15,136,26-35
2198218.0,1,1.0,7,7,37,50,B2,Diesel,B,56,Centre,1172.0,259,36-50
2198323.0,1,1.0,7,6,56,72,B12,Regular,E,5449,Rhone-Alpes,1778.05,392,51-70
2198347.0,1,1.0,4,16,89,58,B4,Regular,E,3946,Rhone-Alpes,1172.0,356,
2198399.0,1,1.0,4,10,56,50,B2,Regular,A,32,Centre,586.0,224,51-70
2198440.0,1,0.43,9,8,47,50,B11,Regular,B,57,Centre,1476.44,423,36-50
2198534.0,1,0.83,5,7,55,50,B1,Regular,C,112,Bourgogne,2172.0,275,51-70
2198652.0,1,0.74,6,1,34,64,B1,Regular,B,94,Bretagne,255.17,204,26-35
2198660.0,1,1.0,5,13,55,55,B1,Regular,D,1068,Basse-Normandie,1172.0,275,51-70
2198675.0,1,0.74,6,7,32,64,B2,Diesel,C,189,Haute-Normandie,78.16,192,26-35
2198697.0,1,0.87,4,10,41,58,B2,Regular,D,644,Bretagne,662.0,164,36-50
2198725.0,1,0.97,6,10,35,85,B1,Diesel,E,5449,Rhone-Alpes,1172.0,210,26-35
2198741.0,1,0.1,6,9,36,56,B6,Diesel,C,109,Pays-de-la-Loire,1139.24,216,36-50
2198816.0,1,1.0,5,2,31,56,B2,Diesel,E,4116,Centre,1172.0,155,26-35
2198830.0,1,0.8,6,8,47,50,B1,Diesel,C,227,Poitou-Charentes,1172.0,282,36-50
2198865.0,1,1.0,5,8,81,50,B1,Regular,A,48,Centre,1172.0,405,
2198898.0,1,0.7,8,13,71,50,B1,Diesel,A,27,Centre,1172.0,568,
2199030.0,1,1.0,10,12,36,58,B13,Diesel,A,28,Basse-Normandie,1172.0,360,36-50
2199185.0,1,1.0,5,5,28,76,B2,Diesel,D,564,Ile-de-France,498.39,140,26-35
2199363.0,1,1.0,8,6,42,56,B3,Diesel,C,421,Centre,586.0,336,36-50
2199427.0,1,1.0,10,6,35,71,B13,Diesel,D,1313,Centre,1172.0,350,26-35
2199626.0,1,1.0,7,11,47,65,B11,Regular,A,16,Pays-de-la-Loire,1172.0,329,36-50
2199640.0,1,1.0,10,14,59,50,B2,Diesel,A,13,Centre,1172.0,590,51-70
2199681.0,1,0.41,9,7,45,50,B2,Regular,C,385,Rhone-Alpes,1982.03,405,36-50
2199682.0,1,1.0,7,4,55,54,B2,Regular,B,57,Rhone-Alpes,1670.14,385,51-70
2199744.0,1,1.0,7,3,62,56,B1,Diesel,A,11,Centre,586.0,434,51-70
2199764.0,1,1.0,8,3,53,50,B12,Regular,D,1313,Centre,162.39,424,51-70
2199785.0,1,1.0,6,5,51,55,B1,Regular,A,22,Centre,152.45,306,51-70
2199852.0,1,0.54,6,12,34,90,B1,Diesel,A,40,Centre,1190.19,204,26-35
2199910.0,1,1.0,11,6,42,50,B1,Regular,D,1521,Rhone-Alpes,1341.04,462,36-50
2199941.0,1,0.6,10,9,45,50,B5,Diesel,C,448,Basse-Normandie,2540.31,450,36-50
2199951.0,1,1.0,7,4,36,50,B1,Regular,E,3946,Rhone-Alpes,828.45,252,36-50
2200021.0,1,0.92,7,4,48,63,B1,Diesel,D,1284,Basse-Normandie,1172.0,336,36-50
2200144.0,1,0.07,6,17,51,50,B2,Diesel,C,303,Ile-de-France,4172.0,306,51-70
2200146.0,1,1.0,7,2,34,50,B13,Diesel,D,1082,Bretagne,75.99,238,26-35
2200156.0,1,0.72,7,8,41,64,B5,Diesel,E,9307,Rhone-Alpes,947.4,287,36-50
2200176.0,1,1.0,6,6,38,55,B1,Diesel,C,229,Bretagne,1172.0,228,36-50
2200340.0,1,0.82,7,2,64,50,B4,Regular,E,2103,Basse-Normandie,68088.66,448,51-70
2200371.0,1,1.0,7,6,29,57,B2,Diesel,B,97,Centre,650.36,203,26-35
2200396.0,1,1.0,11,13,59,50,B10,Diesel,B,58,Bretagne,2126.77,649,51-70
2200408.0,1,1.0,6,17,45,50,B2,Diesel,A,21,Pays-de-la-Loire,1289.02,270,36-50
2200422.0,1,1.0,6,12,66,112,B1,Diesel,E,5449,Rhone-Alpes,1672.0,396,51-70
2200452.0,1,0.72,4,7,36,56,B2,Regular,C,490,Pays-de-la-Loire,991.92,144,36-50
2200481.0,1,1.0,7,5,52,50,B2,Diesel,A,12,Auvergne,1172.0,364,51-70
2200509.0,1,1.0,4,6,32,85,B6,Regular,C,218,Pays-de-la-Loire,154.53,128,26-35
2200527.0,1,0.84,7,5,66,50,B4,Regular,C,229,Bretagne,1172.0,462,51-70
2200557.0,1,0.53,7,6,54,50,B4,Diesel,B,70,Bretagne,156.66,378,51-70
2200586.0,1,1.0,5,11,34,62,B5,Diesel,B,50,Centre,1172.0,170,26-35
2200594.0,1,1.0,7,11,36,50,B2,Diesel,D,1323,Rhone-Alpes,85.68,252,36-50
2200616.0,1,1.0,7,8,56,50,B1,Diesel,B,51,Centre,1172.0,392,51-70
2200684.0,1,1.0,4,7,49,52,B2,Regular,D,1268,Rhone-Alpes,1217.99,196,36-50
2200725.0,1,1.0,6,9,27,139,B2,Diesel,D,1127,Centre,1172.0,162,26-35
2200760.0,1,1.0,6,11,38,67,B1,Diesel,A,32,Centre,1172.0,228,36-50
2200774.0,1,1.0,4,12,51,62,B4,Regular,C,131,Centre,1172.0,204,51-70
2200882.0,1,1.0,4,1,37,50,B12,Regular,C,359,Bretagne,1415.25,148,36-50
2200889.0,1,0.75,8,7,73,50,B12,Regular,A,8,Centre,5026.38,584,
2200898.0,2,1.0,5,1,45,96,B3,Diesel,C,473,Bretagne,1172.0,225,36-50
2200898.0,2,1.0,5,1,45,96,B3,Diesel,C,473,Bretagne,1172.0,225,36-50
2200929.0,1,0.53,4,14,45,50,B1,Regular,B,80,Rhone-Alpes,1172.0,180,36-50
2200950.0,1,0.8,11,12,35,70,B2,Regular,A,40,Rhone-Alpes,706.95,385,26-35
2201060.0,2,1.0,7,10,34,62,B4,Regular,E,3852,Ile-de-France,1172.0,238,26-35
2201060.0,2,1.0,7,10,34,62,B4,Regular,E,3852,Ile-de-France,77.74,238,26-35
2201128.0,1,0.77,6,10,43,76,B2,Diesel,B,84,Pays-de-la-Loire,1172.0,258,36-50
2201136.0,1,1.0,6,8,54,62,B2,Diesel,B,54,Bretagne,1172.0,324,51-70
2201145.0,1,1.0,11,1,53,57,B10,Diesel,E,8455,Rhone-Alpes,1000.0,583,51-70
2201179.0,1,1.0,9,2,40,64,B10,Regular,D,1217,Rhone-Alpes,1672.0,360,36-50
2201181.0,1,1.0,6,17,62,54,B2,Diesel,A,44,Centre,78.44,372,51-70
2201241.0,1,1.0,7,5,58,50,B2,Regular,B,57,Rhone-Alpes,56.74,406,51-70
2201362.0,1,1.0,7,9,43,50,B4,Regular,E,5449,Rhone-Alpes,80.12,301,36-50
2201372.0,1,0.62,6,3,68,50,B2,Diesel,D,657,Poitou-Charentes,1172.0,408,51-70
2201445.0,1,1.0,7,2,54,50,B2,Diesel,B,84,Centre,1172.0,378,51-70
2201447.0,1,1.0,6,1,57,58,B1,Diesel,C,222,Centre,1172.0,342,51-70
2201510.0,1,1.0,7,6,32,72,B11,Regular,C,214,Bourgogne,461.25,224,26-35
2201555.0,1,1.0,6,3,41,50,B1,Regular,C,473,Bretagne,1172.0,246,36-50
2201606.0,1,0.78,5,3,36,60,B3,Diesel,C,461,Bretagne,1172.0,180,36-50
2201743.0,1,1.0,4,7,69,63,B2,Regular,C,287,Bretagne,1872.68,276,51-70
2201775.0,1,0.86,7,13,42,62,B1,Regular,D,634,Bretagne,1172.0,294,36-50
2201955.0,1,1.0,6,12,33,71,B1,Diesel,A,30,Centre,1455.76,198,26-35
2202004.0,1,1.0,5,10,45,54,B6,Diesel,E,4579,Provence-Alpes-Cotes-D'Azur,178.14,225,36-50
2202113.0,1,1.0,5,7,51,50,B1,Regular,D,983,Pays-de-la-Loire,650.24,255,51-70
2202143.0,1,0.78,6,12,39,57,B1,Diesel,A,8,Champagne-Ardenne,994.95,234,36-50
2202504.0,1,1.0,7,3,48,50,B1,Regular,B,81,Centre,1172.0,336,36-50
2202612.0,1,1.0,4,16,37,50,B1,Regular,D,1323,Rhone-Alpes,33.86,148,36-50
2202813.0,1,0.08,6,7,26,68,B1,Diesel,D,557,Picardie,203172.0,156,26-35
2202814.0,1,1.0,4,2,68,55,B1,Regular,C,155,Centre,2672.0,272,51-70
2202826.0,1,0.46,6,14,52,50,B2,Diesel,B,50,Centre,1172.0,312,51-70
2202860.0,1,0.28,4,6,32,72,B6,Regular,B,88,Bretagne,410.73,128,26-35
2202922.0,1,0.05,6,7,34,57,B1,Diesel,A,45,Bretagne,2706.95,204,26-35
2202923.0,1,0.48,5,5,39,50,B3,Diesel,D,965,Poitou-Charentes,1172.0,195,36-50
2202987.0,1,0.8,4,7,45,50,B2,Regular,D,1974,Poitou-Charentes,1172.0,180,36-50
2203020.0,1,0.7,5,11,66,78,B3,Diesel,B,71,Ile-de-France,1172.0,330,51-70
2203052.0,1,0.62,5,8,28,72,B5,Regular,D,1385,Bretagne,1172.0,140,26-35
2203080.0,1,0.38,7,7,53,50,B2,Diesel,D,1064,Centre,4672.0,371,51-70
2203086.0,1,0.74,8,10,43,50,B2,Diesel,D,1329,Bretagne,1172.0,344,36-50
2203107.0,1,1.0,7,15,43,63,B11,Diesel,B,56,Bretagne,1172.0,301,36-50
2203112.0,1,1.0,6,9,36,52,B3,Diesel,B,71,Rhone-Alpes,96.26,216,36-50
2203119.0,1,0.78,8,17,50,50,B1,Diesel,C,405,Centre,586.0,400,36-50
2203152.0,1,1.0,6,20,61,61,B1,Diesel,C,405,Centre,774.89,366,51-70
2203249.0,1,0.11,7,10,36,72,B1,Regular,B,53,Centre,104.41,252,36-50
2203334.0,1,0.81,7,9,56,112,B1,Regular,E,4128,Pays-de-la-Loire,16785.88,392,51-70
2203360.0,1,0.64,7,9,30,62,B2,Diesel,B,54,Bretagne,1172.0,210,26-35
2203391.0,1,1.0,5,3,51,77,B3,Regular,E,8455,Rhone-Alpes,1172.0,255,51-70
2203420.0,1,1.0,7,5,42,55,B1,Diesel,A,25,Bourgogne,1172.0,294,36-50
2203462.0,1,1.0,6,6,47,50,B2,Diesel,D,1974,Poitou-Charentes,74.84,282,36-50
2203542.0,1,0.96,7,9,37,60,B1,Regular,D,1328,Rhone-Alpes,85.7,259,36-50
2203544.0,1,0.4,7,5,58,69,B1,Regular,E,6729,Ile-de-France,4676.96,406,51-70
2203556.0,1,0.3,9,6,47,50,B14,Regular,A,15,Centre,556.0,423,36-50
2203571.0,1,1.0,4,12,51,50,B1,Diesel,C,149,Centre,1172.0,204,51-70
2203584.0,1,0.97,8,16,40,80,B1,Diesel,D,1109,Centre,1032.14,320,36-50
2203635.0,1,0.04,7,15,40,50,B1,Regular,B,57,Bretagne,986.79,280,36-50
2203656.0,1,1.0,4,10,35,55,B2,Regular,E,2805,Ile-de-France,1172.0,140,26-35
2203661.0,1,0.6,7,13,35,51,B3,Regular,E,4116,Centre,5620.09,245,26-35
2203673.0,1,1.0,6,10,52,50,B2,Regular,C,222,Centre,1172.0,312,51-70
2203719.0,1,0.78,6,11,38,57,B1,Diesel,A,40,Rhone-Alpes,1172.0,228,36-50
